,S3 overhead error,S4 overhead error,S5 overhead error,S8 overhead error,S3 overhead correct,S4 overhead correct,S5 overhead correct,S8 overhead correct,S3 power error,S4 power error,S5 power error,S8 power error,S3 power correct,S4 power correct,S5 power correct,S8 power correct
0.0,8.70748299319728,9.967567567567567,6.0131578947368425,6.163975155279503,8.70748299319728,9.967567567567567,6.0131578947368425,6.163975155279503,0.9500269806709419,0.8636067871709128,0.9986587786360791,0.9983071704828961,0.9611018509382293,0.9079260783421027,0.9986587786360791,0.9973844965792591
0.2,9.006802721088436,10.383783783783784,6.078947368421052,6.216149068322982,9.006802721088436,10.383783783783784,6.078947368421052,6.216149068322982,0.7588863840237969,0.7268025105215005,0.8384470289916193,0.8939038703646164,0.8852394018702361,0.7835159705448392,0.9500296195527833,0.9420522652103664
0.4,9.27891156462585,10.421621621621622,6.171052631578948,6.301863354037267,9.27891156462585,10.421621621621622,6.171052631578948,6.301863354037267,0.7591601479798555,0.627709312278878,0.7443526829919663,0.8655552020770793,0.7763434781053034,0.7556910811847931,0.8770819170841653,0.8926847448537809
0.6,9.115646258503402,11.102702702702702,6.2368421052631575,6.529192546583851,9.115646258503402,11.102702702702702,6.2368421052631575,6.529192546583851,0.6947234567939019,0.5638649680475528,0.5192540770768302,0.7425558307479998,0.7709582069584605,0.6755794493884251,0.839172330488892,0.7987897868158285
0.8,9.687074829931973,11.443243243243243,6.5,6.6819875776397515,9.687074829931973,11.443243243243243,6.5,6.6819875776397515,0.39717660456591725,0.4396327475840981,0.41989266968397587,0.5768283877984522,0.6390914005436459,0.6065368454701997,0.7458390182889018,0.7317912103365297
1.0,9.578231292517007,11.972972972972974,6.605263157894737,6.9540372670807455,9.578231292517007,11.972972972972974,6.605263157894737,6.9540372670807455,0.36292035706873055,0.38687577146212443,0.39725714647047744,0.37753349327777297,0.6091118599636619,0.46846582172186796,0.690829280706678,0.6184237154582457
