,S3 overhead error,S4 overhead error,S5 overhead error,S8 overhead error,S3 overhead correct,S4 overhead correct,S5 overhead correct,S8 overhead correct,S3 power error,S4 power error,S5 power error,S8 power error,S3 power correct,S4 power correct,S5 power correct,S8 power correct
0.0,8.73469387755102,10.383783783783784,6.019736842105263,6.156521739130435,8.73469387755102,10.383783783783784,6.019736842105263,6.156521739130435,0.6545112133532965,0.5503815805992565,0.905036703471029,0.5884840285741024,0.9667852425656351,0.8842923714502438,0.9986587786360791,0.9948218002082398
0.2,9.26530612244898,11.405405405405405,6.592105263157895,6.648447204968944,9.26530612244898,11.405405405405405,6.592105263157895,6.648447204968944,0.6476717273495636,0.5465283218670536,0.8535046084996378,0.6270372243771641,0.9718473094458483,0.8389454548826089,0.9873551728955486,0.9946176068382974
0.4,9.510204081632653,11.651351351351352,6.809210526315789,6.894409937888199,9.510204081632653,11.651351351351352,6.809210526315789,6.894409937888199,0.6416149113555344,0.5495404980673984,0.8069222450681162,0.622774003686742,0.9442336776730965,0.8250760151123678,0.9882279757344932,0.9907003409929157
0.6,10.204081632653061,12.313513513513513,7.0855263157894735,7.207453416149068,10.204081632653061,12.313513513513513,7.0855263157894735,7.207453416149068,0.6377883343925687,0.5914801816481191,0.7671226108479395,0.6422386487355883,0.9603856134475494,0.866372437573768,0.9903636455797312,0.9845254213728519
0.8,10.326530612244898,12.672972972972973,7.598684210526316,7.51304347826087,10.326530612244898,12.672972972972973,7.598684210526316,7.51304347826087,0.6326276009433529,0.6154509821050876,0.729877391274561,0.664947609334999,0.971991877774803,0.8241624013797657,0.977136843037187,0.9937390437407523
1.0,10.73469387755102,13.524324324324324,7.973684210526316,7.84472049689441,10.73469387755102,13.524324324324324,7.973684210526316,7.84472049689441,0.6099807484721651,0.6386072354139508,0.6975393347409472,0.6605934805196264,0.9006575899971586,0.8559506135212408,0.9636712799404274,0.9895064990620436
