,S3 overhead error,S4 overhead error,S5 overhead error,S8 overhead error,S3 overhead correct,S4 overhead correct,S5 overhead correct,S8 overhead correct,S3 power error,S4 power error,S5 power error,S8 power error,S3 power correct,S4 power correct,S5 power correct,S8 power correct
0.0,6.3979591836734695,7.410810810810811,5.026315789473684,5.278260869565218,6.3979591836734695,7.410810810810811,5.026315789473684,5.278260869565218,0.9540465510367941,0.8980837658853145,0.9946365904945292,0.9802822557202777,0.983698188701049,0.9414100388014639,0.9996788833747831,0.9936358706921524
0.2,6.714285714285714,7.8,5.421052631578948,5.809937888198758,6.714285714285714,7.8,5.421052631578948,5.809937888198758,0.9269476498977668,0.8840719986404921,0.9431019091259754,0.9351080569791498,0.9807713247176741,0.9336989150659458,0.9903054639631719,0.9877066580590254
0.4,7.1020408163265305,8.14054054054054,5.675438596491228,6.172670807453416,7.1020408163265305,8.14054054054054,5.675438596491228,6.172670807453416,0.8896074936199351,0.8607251969946398,0.8950409599367464,0.9033271286520899,0.9586713044923179,0.9355059139229156,0.9748603117309118,0.983581275784451
0.6,7.3061224489795915,8.643243243243242,6.0,6.6993788819875775,7.3061224489795915,8.643243243243242,6.0,6.6993788819875775,0.8666162802045848,0.8389597567352088,0.8657640743053012,0.8415216748018443,0.9710637311242065,0.9224330020917428,0.9739053478268417,0.9659378402721808
0.8,7.387755102040816,8.805405405405406,6.324561403508772,7.037267080745342,7.387755102040816,8.805405405405406,6.324561403508772,7.037267080745342,0.8436563587462416,0.7996027945465333,0.804732598691133,0.8081944955246789,0.9707421450083759,0.884112410478898,0.9533738114201186,0.9498842601265226
1.0,7.795918367346939,9.324324324324325,6.754385964912281,7.464596273291925,7.795918367346939,9.324324324324325,6.754385964912281,7.464596273291925,0.7957449051342449,0.8032571446251224,0.7697044061333463,0.7665430666774696,0.8869927473822419,0.8853105355356191,0.9201568274252248,0.9349237227754563
